timestamp,x,y,z,label
13:20:14.950,-15,-84,"23
",normal
13:20:15.341,-15,-86,"18
",normal
13:20:15.341,-15,-86,"18
",normal
13:20:15.729,-13,-84,"22
",normal
13:20:15.729,-13,-84,"22
",normal
13:20:17.485,-13,-83,"24
",normal
13:20:17.485,-13,-83,"24
",normal
13:20:17.874,-15,-82,"27
",normal
13:20:17.874,-15,-82,"27
",normal
13:20:18.652,-11,-83,"26
",normal
13:20:18.652,-11,-83,"26
",normal
13:20:19.045,-12,-83,"28
",normal
13:20:19.045,-12,-83,"28
",normal
13:20:19.434,-12,-81,"31
",normal
13:20:19.434,-12,-81,"31
",normal
13:20:20.217,-12,-82,"29
",normal
13:20:20.217,-12,-82,"29
",normal
13:20:20.604,-12,-83,"26
",normal
13:20:20.604,-12,-83,"26
",normal
13:20:23.140,-13,-84,"23
",normal
13:20:23.140,-13,-84,"23
",normal
13:20:26.065,-16,-85,"18
",normal
13:20:26.065,-16,-85,"18
",normal
13:20:26.650,-13,-86,"15
",normal
13:20:26.650,-13,-86,"15
",normal
13:20:27.039,-13,-85,"18
",normal
13:20:27.039,-13,-85,"18
",normal
13:20:28.600,-13,-85,"20
",normal
13:20:28.600,-13,-85,"20
",normal
13:20:35.619,-14,-85,"18
",normal
13:20:35.619,-14,-85,"18
",normal
13:20:44.956,-14,-85,"20
",normal
13:20:44.956,-14,-85,"20
",normal
13:20:47.512,-14,-85,"24
",normal
13:20:47.512,-14,-85,"24
",normal
13:20:47.901,-14,-82,"29
",normal
13:20:47.901,-14,-82,"29
",normal
13:20:48.292,-15,-79,"31
",normal
13:20:48.292,-15,-79,"31
",normal
13:20:48.682,-15,-84,"22
",normal
13:20:48.682,-15,-84,"22
",normal
13:20:49.072,-16,-84,"20
",normal
13:20:49.072,-16,-84,"20
",normal
13:20:49.461,-12,-85,"20
",normal
13:20:49.461,-12,-85,"20
",normal
13:20:49.851,-16,-85,"21
",normal
13:20:49.851,-16,-85,"21
",normal
13:20:51.607,-15,-83,"24
",normal
13:20:51.607,-15,-83,"24
",normal
13:20:51.999,-13,-83,"26
",normal
13:20:51.999,-13,-83,"26
",normal
13:20:52.777,-14,-83,"28
",normal
13:20:52.777,-14,-83,"28
",normal
13:20:54.924,-14,-82,"30
",normal
13:20:54.924,-14,-82,"30
",normal
13:20:55.314,-15,-80,"32
",normal
13:20:55.314,-15,-80,"32
",normal
13:20:55.703,-13,-82,"28
",normal
13:20:55.703,-13,-82,"28
",normal
13:20:56.094,-14,-84,"24
",normal
13:20:56.094,-14,-84,"24
",normal
13:20:56.485,-14,-82,"26
",normal
13:20:56.485,-14,-82,"26
",normal
13:20:56.875,-15,-87,"15
",normal
13:20:56.875,-15,-87,"15
",normal
13:20:57.263,-15,-87,"12
",normal
13:20:57.263,-15,-87,"12
",normal
13:20:57.847,-13,-86,"14
",normal
13:20:57.847,-13,-86,"14
",normal
13:20:59.994,-13,-85,"19
",normal
13:20:59.994,-13,-85,"19
",normal
13:21:00.579,-17,-83,"22
",normal
13:21:00.579,-17,-83,"22
",normal
13:21:00.970,-16,-86,"20
",normal
13:21:00.970,-16,-86,"20
",normal
13:21:04.867,-16,-84,"22
",normal
13:21:04.867,-16,-84,"22
",normal
13:21:07.410,-15,-85,"20
",normal
13:21:07.410,-15,-85,"20
",normal
13:21:07.579,-15,-84,"22
",normal
13:21:07.579,-15,-84,"22
",normal
13:21:07.987,-13,-83,"24
",normal
13:21:07.987,-13,-83,"24
",normal
13:21:12.279,-13,-82,"29
",normal
13:21:12.279,-13,-82,"29
",normal
13:21:12.669,-13,-80,"33
",normal
13:21:12.669,-13,-80,"33
",normal
13:21:14.424,-14,-82,"29
",normal
13:21:14.424,-14,-82,"29
",normal
13:21:14.814,-13,-83,"27
",normal
13:21:14.814,-13,-83,"27
",normal
13:21:15.593,-14,-83,"24
",normal
13:21:15.593,-14,-83,"24
",normal
13:21:16.959,-12,-82,"28
",normal
13:21:16.959,-12,-82,"28
",normal
13:21:17.347,-9,-81,"33
",normal
13:21:17.347,-9,-81,"33
",normal
13:21:17.739,-17,-74,"40
",normal
13:21:17.739,-17,-74,"40
",normal
13:21:18.128,-26,-78,"36
",normal
13:21:18.128,-26,-78,"36
",normal
13:21:18.519,-18,-71,"57
",normal
13:21:18.519,-18,-71,"57
",normal
13:21:18.909,-4,-24,"85
",normal
13:21:18.909,-4,-24,"85
",normal
13:21:19.297,2,-28,"81
",normal
13:21:19.297,2,-28,"81
",normal
13:21:19.689,-8,-48,"64
",normal
13:21:19.689,-8,-48,"64
",normal
13:21:20.079,-15,-56,"65
",normal
13:21:20.079,-15,-56,"65
",normal
13:21:20.467,-10,-72,"48
",normal
13:21:20.467,-10,-72,"48
",normal
13:21:20.860,-18,-78,"35
",normal
13:21:20.860,-18,-78,"35
",normal
13:21:21.247,-27,-74,"38
",normal
13:21:21.247,-27,-74,"38
",normal
13:21:21.638,-36,-68,"40
",normal
13:21:21.638,-36,-68,"40
",normal
13:21:22.030,-18,-82,"30
",normal
13:21:22.030,-18,-82,"30
",normal
13:21:22.613,-4,-84,"24
",normal
13:21:22.614,-4,-84,"24
",normal
13:21:22.788,-15,-85,"24
",normal
13:21:22.788,-15,-85,"24
",normal
13:21:24.367,-14,-84,"22
",normal
13:21:24.367,-14,-84,"22
",normal
13:21:26.905,-18,-83,"22
",normal
13:21:26.905,-18,-83,"22
",normal
13:21:27.879,-16,-84,"24
",normal
13:21:27.879,-16,-84,"24
",normal
13:21:28.271,-4,-85,"26
",normal
13:21:28.271,-4,-85,"26
",normal
13:21:28.657,-9,-81,"36
",normal
13:21:28.657,-9,-81,"36
",normal
13:21:29.048,-22,-78,"33
",normal
13:21:29.048,-22,-78,"33
",normal
13:21:29.634,-21,-80,"27
",normal
13:21:29.634,-21,-80,"27
",normal
13:21:29.808,-13,-83,"30
",normal
13:21:29.808,-13,-83,"30
",normal
13:21:30.217,-2,-83,"27
",normal
13:21:30.217,-2,-83,"27
",normal
13:21:30.610,-11,-86,"24
",normal
13:21:30.610,-11,-86,"24
",normal
13:21:30.999,-21,-80,"33
",normal
13:21:30.999,-21,-80,"33
",normal
13:21:31.387,-26,-76,"32
",normal
13:21:31.387,-26,-76,"32
",normal
13:21:31.779,-14,-80,"33
",normal
13:21:31.779,-14,-80,"33
",normal
13:21:32.365,-5,-81,"30
",normal
13:21:32.365,-5,-81,"30
",normal
13:21:32.753,-13,-83,"32
",normal
13:21:32.753,-13,-83,"32
",normal
13:21:32.927,-19,-73,"37
",normal
13:21:32.927,-19,-73,"37
",normal
13:21:33.339,-18,-79,"32
",normal
13:21:33.339,-18,-79,"32
",normal
13:21:33.728,-4,-83,"38
",normal
13:21:33.728,-4,-83,"38
",normal
13:21:34.116,-5,-81,"29
",normal
13:21:34.116,-5,-81,"29
",normal
13:21:34.509,-13,-82,"28
",normal
13:21:34.509,-13,-82,"28
",normal
13:21:34.897,-22,-80,"28
",normal
13:21:34.897,-22,-80,"28
",normal
13:21:35.290,-26,-80,"30
",normal
13:21:35.290,-26,-80,"30
",normal
13:21:35.681,-22,-80,"30
",normal
13:21:35.681,-22,-80,"30
",normal
13:21:36.066,-14,-82,"28
",normal
13:21:36.066,-14,-82,"28
",normal
13:21:36.459,-12,-84,"25
",normal
13:21:36.459,-12,-84,"25
",normal
13:21:36.849,-17,-84,"24
",normal
13:21:36.849,-17,-84,"24
",normal
13:21:37.238,-19,-78,"30
",normal
13:21:37.238,-19,-78,"30
",normal
13:21:37.630,-20,-79,"28
",normal
13:21:37.630,-20,-79,"28
",normal
13:21:37.801,-12,-83,"32
",normal
13:21:37.801,-12,-83,"32
",normal
13:21:38.215,-2,-83,"29
",normal
13:21:38.215,-2,-83,"29
",normal
13:21:38.604,-6,-86,"26
",normal
13:21:38.604,-6,-86,"26
",normal
13:21:39.188,-11,-81,"29
",normal
13:21:39.188,-11,-81,"29
",normal
13:21:39.362,-15,-82,"27
",normal
13:21:39.362,-15,-82,"27
",normal
13:21:39.969,-11,-84,"27
",normal
13:21:39.969,-11,-84,"27
",normal
13:21:40.143,-3,-84,"29
",normal
13:21:40.143,-3,-84,"29
",normal
13:21:40.552,0,-82,"26
",normal
13:21:40.552,0,-82,"26
",normal
13:21:40.944,-7,-83,"31
",normal
13:21:40.944,-7,-83,"31
",normal
13:21:41.335,-13,-83,"28
",normal
13:21:41.335,-13,-83,"28
",normal
13:21:41.920,-11,-84,"25
",normal
13:21:41.920,-11,-84,"25
",normal
13:21:42.309,-4,-80,"35
",normal
13:21:42.309,-4,-80,"35
",normal
13:21:42.699,2,-81,"32
",normal
13:21:42.699,2,-81,"32
",normal
13:21:42.873,-2,-83,"31
",normal
13:21:42.873,-2,-83,"31
",normal
13:21:43.284,-14,-80,"32
",normal
13:21:43.284,-14,-80,"32
",normal
13:21:44.261,-11,-83,"30
",normal
13:21:44.261,-11,-83,"30
",normal
13:21:44.627,-5,-84,"28
",normal
13:21:44.627,-5,-84,"28
",normal
13:21:45.017,1,-84,"24
",normal
13:21:45.017,1,-84,"24
",normal
13:21:45.406,-16,-71,"43
",normal
13:21:45.406,-16,-71,"43
",normal
13:21:45.819,-5,-65,"49
",normal
13:21:45.819,-5,-65,"49
",normal
13:21:46.602,7,-61,"58
",normal
13:21:46.602,7,-61,"58
",normal
13:21:46.603,-6,-81,"38
",normal
13:21:46.603,-6,-81,"38
",normal
13:21:47.181,-20,-89,"18
",normal
13:21:47.181,-20,-89,"18
",normal
13:21:47.359,-9,-85,"20
",normal
13:21:47.359,-9,-85,"20
",normal
13:21:47.773,-13,-86,"23
",normal
13:21:47.773,-13,-86,"23
",normal
13:21:48.549,-12,-86,"19
",normal
13:21:48.549,-12,-86,"19
",normal
13:22:02.005,-12,-86,"21
",normal
13:22:02.005,-12,-86,"21
",normal
13:22:02.395,-13,-83,"27
",normal
13:22:02.395,-13,-83,"27
",normal
13:22:02.785,-12,-81,"31
",normal
13:22:02.785,-12,-81,"31
",normal
13:22:03.172,-5,-79,"31
",normal
13:22:03.172,-5,-79,"31
",normal
13:22:03.565,4,-85,"24
",normal
13:22:03.565,4,-85,"24
",normal
13:22:03.954,0,-85,"24
",normal
13:22:03.954,0,-85,"24
",normal
13:22:04.341,0,-84,"27
",normal
13:22:04.341,0,-84,"27
",normal
13:22:04.926,-4,-82,"30
",normal
13:22:04.926,-4,-82,"30
",normal
13:22:05.102,-12,-81,"27
",normal
13:22:05.102,-12,-81,"27
",normal
13:22:05.901,-7,-83,"28
",normal
13:22:05.901,-7,-83,"28
",normal
13:22:06.681,-14,-83,"25
",normal
13:22:06.681,-14,-83,"25
",normal
13:22:07.462,-13,-85,"23
",normal
13:22:07.462,-13,-85,"23
",normal
13:22:09.216,-11,-84,"26
",normal
13:22:09.216,-11,-84,"26
",normal
13:22:09.609,-12,-82,"29
",normal
13:22:09.609,-12,-82,"29
",normal
13:22:10.000,-8,-79,"35
",normal
13:22:10.000,-8,-79,"35
",normal
13:22:10.779,-9,-82,"32
",normal
13:22:10.779,-9,-82,"32
",normal
13:22:13.314,-15,-79,"36
",normal
13:22:13.314,-15,-79,"36
",normal
13:22:13.704,-3,-79,"38
",normal
13:22:13.704,-3,-79,"38
",normal
13:22:14.094,3,-83,"33
",normal
13:22:14.094,3,-83,"33
",normal
13:22:14.481,-13,-82,"29
",normal
13:22:14.481,-13,-82,"29
",normal
13:22:14.876,-11,-82,"31
",normal
13:22:14.876,-11,-82,"31
",normal
13:22:15.849,-11,-82,"29
",normal
13:22:15.849,-11,-82,"29
",normal
13:22:17.410,-7,-85,"26
",normal
13:22:17.410,-7,-85,"26
",normal
13:22:17.799,-14,-84,"25
",normal
13:22:17.799,-14,-84,"25
",normal
13:22:18.190,-9,-84,"26
",normal
13:22:18.190,-9,-84,"26
",normal
13:22:18.578,-8,-83,"30
",normal
13:22:18.578,-8,-83,"30
",normal
13:22:18.967,-1,-82,"32
",normal
13:22:18.968,-1,-82,"32
",normal
13:22:21.893,-4,-83,"28
",normal
13:22:21.893,-4,-83,"28
",normal
13:22:22.286,-9,-83,"28
",normal
13:22:22.286,-9,-83,"28
",normal
13:22:23.258,-6,-84,"26
",normal
13:22:23.258,-6,-84,"26
",normal
13:22:24.427,-12,-83,"26
",normal
13:22:24.427,-12,-83,"26
",normal
13:22:24.820,-15,-83,"24
",normal
13:22:24.820,-15,-83,"24
",normal
13:22:25.597,-17,-84,"21
",normal
13:22:25.597,-17,-84,"21
",normal
13:22:25.990,-6,-88,"14
",normal
13:22:25.990,-6,-88,"14
",normal
13:22:26.378,-10,-86,"11
",normal
13:22:26.378,-10,-86,"11
",normal
13:22:26.768,-8,-87,"13
",normal
13:22:26.768,-8,-87,"13
",normal
13:22:27.353,-11,-88,"7
",normal
13:22:27.353,-11,-88,"7
",normal
13:22:27.528,-12,-88,"4
",normal
13:22:27.528,-12,-88,"4
",normal
13:22:27.939,-11,-87,"7
",normal
13:22:27.939,-11,-87,"7
",normal
13:22:29.692,-11,-87,"9
",normal
13:22:29.692,-11,-87,"9
",normal
13:22:32.619,-13,-88,"14
",normal
13:22:32.619,-13,-88,"14
",normal
13:22:33.009,-9,-85,"19
",normal
13:22:33.009,-9,-85,"19
",normal
13:22:33.400,6,-83,"55
",normal
13:22:33.400,6,-83,"55
",normal
13:22:33.768,-5,-63,"41
",normal
13:22:33.768,-5,-63,"41
",normal
13:22:34.160,-10,-80,"23
",normal
13:22:34.160,-10,-80,"23
",normal
13:22:34.549,-10,-83,"28
",normal
13:22:34.549,-10,-83,"28
",normal
13:22:34.957,-21,-79,"32
",normal
13:22:34.957,-21,-79,"32
",normal
13:22:35.348,-21,-79,"28
",normal
13:22:35.348,-21,-79,"28
",normal
13:22:35.739,-10,-83,"31
",normal
13:22:35.739,-10,-83,"31
",normal
13:22:36.127,-4,-80,"33
",normal
13:22:36.127,-4,-80,"33
",normal
13:22:36.519,-9,-82,"30
",normal
13:22:36.519,-9,-82,"30
",normal
13:22:36.910,-10,-84,"26
",normal
13:22:36.910,-10,-84,"26
",normal
13:22:38.665,-14,-83,"25
",normal
13:22:38.665,-14,-83,"25
",normal
13:22:40.225,-18,-82,"24
",normal
13:22:40.225,-18,-82,"24
",normal
13:22:42.954,-19,-82,"27
",normal
13:22:42.954,-19,-82,"27
",normal
13:22:43.345,-21,-80,"30
",normal
13:22:43.345,-21,-80,"30
",normal
13:22:44.493,-12,-83,"27
",normal
13:22:44.493,-12,-83,"27
",normal
13:22:44.883,-11,-83,"25
",normal
13:22:44.883,-11,-83,"25
",normal
13:22:45.275,-15,-82,"30
",normal
13:22:45.275,-15,-82,"30
",normal
13:22:45.663,-21,-77,"35
",normal
13:22:45.663,-21,-77,"35
",normal
13:22:46.075,-21,-78,"33
",normal
13:22:46.075,-21,-78,"33
",normal
13:22:46.463,-9,-81,"35
",normal
13:22:46.463,-9,-81,"35
",normal
13:22:46.855,-4,-84,"30
",normal
13:22:46.855,-4,-84,"30
",normal
13:22:47.244,-13,-82,"33
",normal
13:22:47.244,-13,-82,"33
",normal
13:22:47.829,-23,-78,"34
",normal
13:22:47.829,-23,-78,"34
",normal
13:22:48.003,-16,-81,"30
",normal
13:22:48.003,-16,-81,"30
",normal
13:22:48.805,-14,-83,"28
",normal
13:22:48.805,-14,-83,"28
",normal
13:22:50.556,-8,-83,"27
",normal
13:22:50.556,-8,-83,"27
",normal
13:22:50.947,-21,-78,"38
",normal
13:22:50.947,-21,-78,"38
",normal
13:22:51.338,-23,-76,"34
",normal
13:22:51.338,-23,-76,"34
",normal
13:22:51.728,-15,-84,"33
",normal
13:22:51.728,-15,-84,"33
",normal
13:22:52.116,-4,-81,"35
",normal
13:22:52.116,-4,-81,"35
",normal
13:22:52.507,-6,-84,"29
",normal
13:22:52.507,-6,-84,"29
",normal
13:22:52.897,-18,-77,"34
",normal
13:22:52.897,-18,-77,"34
",normal
13:22:53.286,-21,-78,"32
",normal
13:22:53.286,-21,-78,"32
",normal
13:22:53.677,-14,-84,"29
",normal
13:22:53.678,-14,-84,"29
",normal
13:22:54.068,-11,-81,"27
",normal
13:22:54.068,-11,-81,"27
",normal
13:22:54.459,-17,-77,"39
",normal
13:22:54.459,-17,-77,"39
",normal
13:22:54.847,-21,-79,"32
",normal
13:22:54.847,-21,-79,"32
",normal
13:22:55.236,-16,-78,"40
",normal
13:22:55.236,-16,-78,"40
",normal
13:22:55.630,-4,-75,"42
",normal
13:22:55.630,-4,-75,"42
",normal
13:22:56.214,0,-81,"32
",normal
13:22:56.214,0,-81,"32
",normal
13:22:56.387,-8,-76,"37
",normal
13:22:56.387,-8,-76,"37
",normal
13:22:56.799,-3,-51,"55
",normal
13:22:56.799,-3,-51,"55
",normal
13:22:57.187,9,-59,"58
",normal
13:22:57.188,9,-59,"58
",normal
13:22:57.576,-12,-96,"27
",normal
13:22:57.576,-12,-96,"27
",normal
13:22:57.971,-12,-86,"22
",normal
13:22:57.971,-12,-86,"22
",normal
13:22:58.357,-7,-84,"26
",normal
13:22:58.357,-7,-84,"26
",normal
13:22:58.747,-9,-85,"23
",normal
13:22:58.747,-9,-85,"23
",normal
13:22:59.139,-10,-85,"21
",normal
13:22:59.139,-10,-85,"21
",normal
13:23:06.744,-15,-85,"17
",normal
13:23:06.744,-15,-85,"17
",normal
13:23:06.918,-16,-86,"14
",normal
13:23:06.918,-16,-86,"14
",normal
13:23:08.497,-15,-85,"19
",normal
13:23:08.497,-15,-85,"19
",normal
13:23:08.889,-13,-84,"22
",normal
13:23:08.889,-13,-84,"22
",normal
13:23:13.179,-15,-83,"24
",normal
13:23:13.179,-15,-83,"24
",normal
13:23:15.715,-14,-83,"26
",normal
13:23:15.715,-14,-83,"26
",normal
13:23:21.370,-19,-83,"22
",normal
13:23:21.370,-19,-83,"22
",normal
13:23:21.953,-20,-84,"18
",normal
13:23:21.953,-20,-84,"18
",normal
13:23:22.537,-17,-84,"22
",normal
13:23:22.537,-17,-84,"22
",normal
13:23:22.929,-17,-82,"25
",normal
13:23:22.929,-17,-82,"25
",normal
13:23:25.073,-16,-83,"23
",normal
13:23:25.073,-16,-83,"23
",normal
13:23:25.464,-16,-84,"21
",normal
13:23:25.464,-16,-84,"21
",normal
13:23:29.753,-14,-83,"27
",normal
13:23:29.754,-14,-83,"27
",normal
13:23:30.144,-13,-78,"37
",normal
13:23:30.144,-13,-78,"37
",normal
13:23:30.535,-11,-73,"46
",normal
13:23:30.535,-11,-73,"46
",normal
13:23:30.922,-13,-76,"42
",normal
13:23:30.922,-13,-76,"42
",normal
13:23:31.314,-11,-79,"37
",normal
13:23:31.314,-11,-79,"37
",normal
13:23:32.485,-12,-78,"39
",normal
13:23:32.485,-12,-78,"39
",normal
13:23:36.775,-15,-83,"24
",normal
13:23:36.775,-15,-83,"24
",normal
13:23:37.164,-17,-87,"9
",normal
13:23:37.164,-17,-87,"9
",normal
13:23:37.554,-16,-87,"5
",normal
13:23:37.554,-16,-87,"5
",normal
13:23:37.941,-15,-87,"8
",normal
13:23:37.941,-15,-87,"8
",normal
13:23:38.334,-13,-87,"10
",normal
13:23:38.334,-13,-87,"10
",normal
13:23:39.112,-14,-87,"12
",normal
13:23:39.112,-14,-87,"12
",normal
13:23:40.478,-14,-87,"14
",normal
13:23:40.478,-14,-87,"14
",normal
13:23:42.624,-14,-86,"12
",normal
13:23:42.624,-14,-86,"12
",normal
13:23:45.940,-17,-86,"17
",normal
13:23:45.940,-17,-86,"17
",normal
13:23:46.330,-22,-86,"19
",normal
13:23:46.330,-22,-86,"19
",normal
13:23:46.717,-1,-83,"67
",normal
13:23:46.717,-1,-83,"67
",normal
13:23:47.106,-5,-50,"52
",normal
13:23:47.106,-5,-50,"52
",normal
13:23:47.498,-9,-81,"24
",normal
13:23:47.498,-9,-81,"24
",normal
13:23:47.888,-11,-84,"18
",normal
13:23:47.888,-11,-84,"18
",normal
13:23:48.276,-20,-80,"30
",normal
13:23:48.276,-20,-80,"30
",normal
13:23:48.670,-22,-79,"28
",normal
13:23:48.670,-22,-79,"28
",normal
13:23:49.056,-16,-88,"27
",normal
13:23:49.056,-16,-88,"27
",normal
13:23:49.449,-4,-80,"30
",normal
13:23:49.449,-4,-80,"30
",normal
13:23:50.031,-15,-83,"35
",normal
13:23:50.031,-15,-83,"35
",normal
13:23:50.423,-16,-70,"50
",normal
13:23:50.423,-16,-70,"50
",normal
13:23:50.813,-20,-71,"46
",normal
13:23:50.813,-20,-71,"46
",normal
13:23:51.202,-11,-82,"39
",normal
13:23:51.202,-11,-82,"39
",normal
13:23:51.594,-2,-83,"28
",normal
13:23:51.594,-2,-83,"28
",normal
13:23:51.981,-12,-87,"25
",normal
13:23:51.981,-12,-87,"25
",normal
13:23:52.376,-26,-78,"35
",normal
13:23:52.376,-26,-78,"35
",normal
13:23:52.764,-19,-80,"30
",normal
13:23:52.764,-19,-80,"30
",normal
13:23:52.938,1,-80,"35
",normal
13:23:52.938,1,-80,"35
",normal
13:23:53.346,-22,-81,"29
",normal
13:23:53.346,-22,-81,"29
",normal
13:23:53.931,-38,-71,"35
",normal
13:23:53.931,-38,-71,"35
",normal
13:23:54.321,-13,-85,"28
",normal
13:23:54.321,-13,-85,"28
",normal
13:23:54.906,0,-83,"22
",normal
13:23:54.906,0,-83,"22
",normal
13:23:54.907,-9,-88,"28
",normal
13:23:54.907,-9,-88,"28
",normal
13:23:55.296,-18,-79,"31
",normal
13:23:55.296,-18,-79,"31
",normal
13:23:55.883,-9,-83,"27
",normal
13:23:55.883,-9,-83,"27
",normal
13:23:56.272,0,-82,"29
",normal
13:23:56.272,0,-82,"29
",normal
13:23:56.662,-2,-84,"31
",normal
13:23:56.662,-2,-84,"31
",normal
13:23:56.836,-18,-77,"35
",normal
13:23:56.836,-18,-77,"35
",normal
13:23:57.834,-4,-83,"31
",normal
13:23:57.834,-4,-83,"31
",normal
13:23:58.222,3,-82,"34
",normal
13:23:58.222,3,-82,"34
",normal
13:23:58.614,-8,-81,"30
",normal
13:23:58.614,-8,-81,"30
",normal
13:23:59.003,-26,-80,"28
",normal
13:23:59.003,-26,-80,"28
",normal
13:23:59.783,-13,-83,"29
",normal
13:23:59.783,-13,-83,"29
",normal
13:24:00.171,-3,-83,"29
",normal
13:24:00.171,-3,-83,"29
",normal
13:24:00.564,-8,-84,"28
",normal
13:24:00.564,-8,-84,"28
",normal
13:24:01.539,-13,-81,"30
",normal
13:24:01.539,-13,-81,"30
",normal
13:24:03.098,-18,-78,"33
",normal
13:24:03.098,-18,-78,"33
",normal
13:24:03.489,-3,-83,"32
",normal
13:24:03.489,-3,-83,"32
",normal
13:24:04.075,-6,-84,"23
",normal
13:24:04.075,-6,-84,"23
",normal
13:24:04.246,-12,-84,"28
",normal
13:24:04.246,-12,-84,"28
",normal
13:24:04.852,-24,-72,"38
",normal
13:24:04.852,-24,-72,"38
",normal
13:24:05.245,-14,-86,"26
",normal
13:24:05.245,-14,-86,"26
",normal
13:24:05.415,-7,-84,"24
",normal
13:24:05.415,-7,-84,"24
",normal
13:24:05.829,-14,-84,"26
",normal
13:24:05.829,-14,-84,"26
",normal
13:24:06.218,-16,-80,"31
",normal
13:24:06.218,-16,-80,"31
",normal
13:24:06.607,-22,-78,"31
",normal
13:24:06.607,-22,-78,"31
",normal
13:24:07.200,-27,-74,"36
",normal
13:24:07.200,-27,-74,"36
",normal
13:24:07.371,-19,-79,"32
",normal
13:24:07.371,-19,-79,"32
",normal
13:24:07.776,-3,-86,"28
",normal
13:24:07.776,-3,-86,"28
",normal
13:24:08.362,-9,-83,"26
",normal
13:24:08.362,-9,-83,"26
",normal
13:24:08.536,-19,-81,"33
",normal
13:24:08.536,-19,-81,"33
",normal
13:24:08.948,-26,-74,"32
",normal
13:24:08.948,-26,-74,"32
",normal
13:24:09.339,-13,-84,"35
",normal
13:24:09.339,-13,-84,"35
",normal
13:24:09.728,-8,-84,"23
",normal
13:24:09.728,-8,-84,"23
",normal
13:24:10.117,-23,-78,"36
",normal
13:24:10.117,-23,-78,"36
",normal
13:24:10.509,-24,-59,"46
",normal
13:24:10.509,-24,-59,"46
",normal
13:24:10.896,0,-64,"49
",normal
13:24:10.896,0,-64,"49
",normal
13:24:11.286,-20,-114,"32
",normal
13:24:11.286,-20,-114,"32
",normal
13:24:11.679,-7,-85,"23
",normal
13:24:11.679,-7,-85,"23
",normal
13:24:12.069,-11,-84,"24
",normal
13:24:12.069,-11,-84,"24
",normal
13:24:14.604,-10,-83,"26
",normal
13:24:14.604,-10,-83,"26
",normal
13:24:26.109,-10,-83,"28
",normal
13:24:26.109,-10,-83,"28
",normal
13:24:36.833,-12,-84,"23
",normal
13:24:36.833,-12,-84,"23
",normal
13:24:38.198,-12,-83,"26
",normal
13:24:38.198,-12,-83,"26
",normal
13:24:38.585,-10,-82,"30
",normal
13:24:38.585,-10,-82,"30
",normal
13:24:38.978,-9,-83,"28
",normal
13:24:38.978,-9,-83,"28
",normal
13:24:39.758,-6,-84,"26
",normal
